,Keywords,Summary,Text,Title
13,"['hcq', 'covid19', 'hands', 'india', 'supplies', 'medical', 'minister', 'bangladesh', 'video', 'tablets', 'high', 'indian', 'gear', 'saarc', 'emergency']","Representational Image.
(AP Photo)More on Covid-19Download The Times of India News App for Latest World NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
""Bangladesh Health Minister Zahid Maleque appreciated the continued support of India in providing medical supplies, protective gear and capacity building in the fight against Covid-19,"" said the release issued on Sunday.Maleque said: ""Helping hands of our neighbour at this time of distress is most welcome.
""The Indian High Commissioner reiterated India's continued support to Bangladesh in its fight against Covid-19.
The supplies were dispatched to the Central Medical Stores Depot of Bangladesh government.India had handed over 30,000 surgical masks and 15,000 head-covers to Bangladesh Foreign Minister A.K.","Representational Image. (AP Photo)

More on Covid-19

Download The Times of India News App for Latest World News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

DHAKA: Indian High Commissioner to Bangladesh, Riva Ganguly Das , handed over emergency medical supplies consisting of one lakh Hydroxychloroquine (HCQ) tablets and 50,000 sterile surgical gloves to Bangladesh, an official release of the Indian High Commission there said.The Indian High Commission in Dhaka said that the second tranche of assistance came from the Covid-19 emergency fund which was created at the initiative of Prime Minister Narendra Modi during his March 15 video conferencing with the leaders of the SAARC countries.""Bangladesh Health Minister Zahid Maleque appreciated the continued support of India in providing medical supplies, protective gear and capacity building in the fight against Covid-19,"" said the release issued on Sunday.Maleque said: ""Helping hands of our neighbour at this time of distress is most welcome.""The Indian High Commissioner reiterated India's continued support to Bangladesh in its fight against Covid-19. The supplies were dispatched to the Central Medical Stores Depot of Bangladesh government.India had handed over 30,000 surgical masks and 15,000 head-covers to Bangladesh Foreign Minister A.K. Abdul Momen on March 25 in the first tranche of assistance under the Covid-19 emergency fund.After the March 15 video conference, two separate video conferences were held between health experts and trade representatives of SAARC nations to discuss trade facilitation and exchange of best practices on March 26 and April 8.The Covid-19 emergency fund was announced by Prime Minister Narendra Modi in his video conference with SAARC leaders on March 15. It was set up with an initial contribution of $10 million from India.According to Bangladeshi health authorities, the total number of confirmed cases in that country currently stood at 5,416, while the death toll has increased to 145 with the dreaded virus spreading to 61 of the country's 64 districts.","Covid-19: India hands over HCQ tablets, emergency medical gear to Bangladesh"
14,"['maximum', 'warns', 'phase', 'work', 'minister', 'prime', 'moment', 'relaxing', 'downing', 'uk', 'boris', 'risk', 'coronavirus', 'johnson', 'restrictions']","Britain's Prime Minister Boris Johnson speaks outside 10 Downing Street after recovering from the coronavirus ... Read MoreDownload The Times of India News App for Latest World NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Order NowLANDON: Prime Minister Boris Johnson on Monday warned against relaxing the coronavirus restrictions too soon as the country was still facing a moment of ""maximum risk"", in his first remarks since returning to work after contracting the disease that has killed over 20,000 in the UK.While declaring that the tide is being turned on the coronavirus pandemic in the country, he urged the British public to contain their impatience against the crippling lockdown.“We are beginning to turn the tide…There are real signs we are passing through the peak,” said Johnson, in an upbeat address to the nation on the steps of 10 Downing Street.Johnson, 55, had been recuperating from his intensive care treatment at a London hospital earlier this month after he contracted the deadly virus.
He returned to 10 Downing Street on Sunday evening from his prime ministerial countryside retreat at Chequers, where he had been based since his discharge from St Thomas' Hospital on April 12.
""And so it follows that this is the moment of opportunity, this is the moment when we can press home our advantage, it is also the moment of maximum risk.
""It is hard to find the words to express my debt to the NHS [National Health Service] for saving my life,” he said, in his message to the medical team on leaving the hospital.UK Foreign Secretary Dominic Raab, who has been deputising for the UK prime minister as the First Secretary of State during the leave of absence, described his boss' return as a “boost for the government and a boost for the country”.“He's raring to go,” Raab said.Johnson resumed work amid growing pressure from within his own Conservative Party backbenchers as well the Opposition parties to set out a clear exit strategy to begin lifting the strict lockdown measures in place to curb the spread of coronavirus.","Britain's Prime Minister Boris Johnson speaks outside 10 Downing Street after recovering from the coronavirus ... Read More

Download The Times of India News App for Latest World News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

LANDON: Prime Minister Boris Johnson on Monday warned against relaxing the coronavirus restrictions too soon as the country was still facing a moment of ""maximum risk"", in his first remarks since returning to work after contracting the disease that has killed over 20,000 in the UK.While declaring that the tide is being turned on the coronavirus pandemic in the country, he urged the British public to contain their impatience against the crippling lockdown.“We are beginning to turn the tide…There are real signs we are passing through the peak,” said Johnson, in an upbeat address to the nation on the steps of 10 Downing Street.Johnson, 55, had been recuperating from his intensive care treatment at a London hospital earlier this month after he contracted the deadly virus. He returned to 10 Downing Street on Sunday evening from his prime ministerial countryside retreat at Chequers, where he had been based since his discharge from St Thomas' Hospital on April 12.""I ask you to contain your impatience because I believe now we are coming to the end of the first phase of this conflict,” he said, promising “maximum transparency” on the decisions to be taken as the UK enters phase two of the Covid-19 fightback, which will involve one by one firing up the ""economic engines"" of the UK economy.Johnson said the UK has ""so far collectively shielded our National Health Service "" and ""flattened the peak"" - but he could not yet say when or which restrictions would be lifted to ease lockdown.Johnson wanted to send out a clear message that this is the moment of “maximum risk”, making it imperative that no steps can be taken to ease up restrictions that could lead to a risk of a “second spike” of infections.And comparing the fight to someone being attacked, he noted: ""If this virus were a physical assailant, an unexpected and invisible mugger – which I can tell you from personal experience, it is – then this is the moment when we have begun together to wrestle it to the floor.""And so it follows that this is the moment of opportunity, this is the moment when we can press home our advantage, it is also the moment of maximum risk.""I know there will be many people looking at our apparent success, and beginning to wonder whether now is the time to go easy on those social distancing measures…I entirely share your urgency, it's the government's urgency and yet we must also recognise the risk of a second spike,""He said the UK has ""so far collectively shielded our NHS"" and ""flattened the peak"" – but he could not yet say when or which restrictions would be lifted to ease lockdown.The UK PM chaired a regular special Cabinet meeting on Monday as he takes back charge of the government's response to the coronavirus pandemic, which has claimed 20,732 lives in the UK.""It is hard to find the words to express my debt to the NHS [National Health Service] for saving my life,” he said, in his message to the medical team on leaving the hospital.UK Foreign Secretary Dominic Raab, who has been deputising for the UK prime minister as the First Secretary of State during the leave of absence, described his boss' return as a “boost for the government and a boost for the country”.“He's raring to go,” Raab said.Johnson resumed work amid growing pressure from within his own Conservative Party backbenchers as well the Opposition parties to set out a clear exit strategy to begin lifting the strict lockdown measures in place to curb the spread of coronavirus.""If there is a question over whether something is necessary or not, I think we should err on the side of openness and trying to make sure that more people can get on with their lives and more people can get on with getting back to their jobs,"" said Sir Graham Brady, the chair of the Tory party's influential backbench 1922 Committee.Opposition Labour Party's shadow cabinet minister Rachel Reeves said the UK should ""potentially"" be following the example of other European countries like Belgium, Germany and Denmark , which have already signalled partial re-opening of some businesses and schools.""We want to work with the government in bringing forward a plan and getting it right,"" she said.Officials are reported to be working on a Singapore-style plan for passengers arriving at UK sea and airports to be quarantined for 14 days as part of the second phase of the measures, which must be reviewed by law on May 7.However, UK Environment Minister George Eustice seemed to dismiss the idea at the daily Downing Street briefing on Sunday.“As we move to a new phase at some point in the future – we are not there yet – international travel could become a more significant part of the risk to manage,"" he said.Johnson has meanwhile kept in contact with his ministers and officials and held his weekly audience by telephone with Queen Elizabeth II last week, indicating his readiness for full-time duties.He held a long meeting with Raab and UK Chancellor Rishi Sunak on Friday ahead of his formal return, during which the senior team is believed to have thrashed out aspects of the next phase in the government's Covid-19 strategy.The strict social distancing norms in place in the UK were imposed in a televised address by Johnson on March 23 and they require people to stay at home, shutting most businesses and preventing gatherings of more than two people.","Boris Johnson back at work, warns against relaxing coronavirus restrictions"
15,"['trend', 'goes', 'infection', 'france', 'number', 'india', 'toll', 'days', 'statementthe', 'world', 'used', 'death', 'fell', 'coronavirus', 'times', '23000']","File photo used for representation.
(AP)Download The Times of India News App for Latest World NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Order NowPARIS: The number of people who have died from coronavirus infection in France rose by 437 to 23,293 on Monday, the health ministry said in a statement.The 1.9% increase is the highest in four days but well below the more than 4% rate seen 10 days ago.The number of people in hospital with COVID-19 infection fell further to 28,055 from 28,217 on Sunday and the number of people in intensive care fell to 4,608 from 4,682 on Sunday.
Both have been on a downward trend for more than 10 days","File photo used for representation. (AP)

Download The Times of India News App for Latest World News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

PARIS: The number of people who have died from coronavirus infection in France rose by 437 to 23,293 on Monday, the health ministry said in a statement.The 1.9% increase is the highest in four days but well below the more than 4% rate seen 10 days ago.The number of people in hospital with COVID-19 infection fell further to 28,055 from 28,217 on Sunday and the number of people in intensive care fell to 4,608 from 4,682 on Sunday. Both have been on a downward trend for more than 10 days","France coronavirus death toll goes beyond 23,000"
16,"['test', 'short', 'chinese', 'medical', 'stops', 'tests', 'wider', 'china', 'symptoms', 'focused', 'testing', 'high', 'coronavirus', 'groups', 'carriers']","It is also unclear who would pay for any mass testing of hundreds of millions of people - the state, employers or the individual.
""Besides, there are people who show symptoms two days after the coronavirus test.
If I do the test today, can I guarantee that I will not be exposed to the virus tomorrow?
Some patients also test positive only after multiple rounds of testing.
""Both the individual and the government should bear half of it, which will reduce the pressure on both sides.""","Medical workers from a hospital collect swabs from high school teachers for nucleic acid tests at a school, fo... Read More

FINANCIAL CONSIDERATIONS

Download The Times of India News App for Latest World News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

BEIJING: China will focus testing for Covid-19 on high-risk groups such as people from infected areas or with symptoms, the head of a top state research institute said on Monday, suggesting that authorities are not about to rush into large-scale testing.The government said recently that it intends to carry out more widespread testing to quickly identify and isolate carriers, following spikes in cases linked to people arriving from abroad and new local transmissions.But China also said accuracy of tests must be improved and more laboratories should be set up. It is also unclear who would pay for any mass testing of hundreds of millions of people - the state, employers or the individual.""(The country's) current testing strategy matches our epidemic control and prevention strategy,"" Jin Qi, president of the Institute of Pathogen Biology at the Chinese Academy of Medical Sciences and Peking Union Medical College Tests are being carried mostly on high-risk groups such as people with symptoms or from infected areas, schools and hospitals, Jin told reporters at a briefing in Beijing Other groups that request testing, such as those returning to work that involves a high density of people, will receive tests as far as is possible, he added.While people running a high fever and suffering from breathing problems are easy to identify, some carriers of the novel coronavirus show few or none of the usual symptoms and are just as capable of infecting others.As of Sunday, 974 asymptomatic cases were under medical observation, Chinese health authorities said, after testing positive for the virus.There is no official estimate of the number of asymptomatic carriers who are yet to be tested. Wuhan in central Hubei province, the epicentre of the outbreak in China, has doubled the number of tests to 60,000-65,000 a day since a lockdown on the city ended on April 8, to ensure that only residents who test negative leave the city.To keep track of people's test status, the government recently launched an online mobile service allowing people to retain a history of their test results.But not all are convinced that mass testing is needed.""I don't think it is necessary to get tested if people stay in the city and show no symptoms,"" said Meng, 32, who works for an overseas education services company in Beijing.""Besides, there are people who show symptoms two days after the coronavirus test. If I do the test today, can I guarantee that I will not be exposed to the virus tomorrow?""There are also financial considerations for the individual paying for tests. In China, the nuclei acid test, which involves swabbing the back of a patient's throat or respiratory tract to detect the virus' genome, costs at least 200 yuan ($28.26) on average.The cost for people who need multiple tests over a period of time could be significant, especially those earning low wages such as migrant workers. Some patients also test positive only after multiple rounds of testing.""The bill could be spilt,"" said Meng, declining to give her full name.""Both the individual and the government should bear half of it, which will reduce the pressure on both sides."" ($1 = 7.0780 Chinese yuan renminbi)","China Coronavirus News: China to keep coronavirus tests focused, stops short of wider testing"
17,"['covid19', 'audible', 'cases', 'free', 'audiobooks', 'arabia', '1289', 'record', 'hours', 'today', 'amazon', 'starting', 'saudi', '24', 'best', 'listen', 'trial']",Amazon Audible: Listen to the best of audiobooks by starting your free trial today,Amazon Audible: Listen to the best of audiobooks by starting your free trial today,"Saudi Arabia record 1,289 COVID-19 cases in 24 hours"
18,"['putin', 'cases', 'lng', 'lockdown', 'local', '87000', 'china', 'risk', 'overtakes', 'russia', 'coronavirus', 'total', 'restrictions']","<p>Russian President Vladimir Putin.
(AP)<br></p>Download The Times of India News App for Latest World NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Order NowMOSCOW: Russia overtook China in the number of confirmed coronavirus cases on Monday when its tally climbed above 87,000, as pressure rose on the government to consider easing lockdown restrictions for businesses to help shore up the rattled economy.Russia, the world's largest country by territory, has been on lockdown since President Vladimir Putin announced the closure of most public spaces on March 25.
Many firms have warned that they risk going bankrupt if the lockdown continues, and thousands of jobs have been laid off.
China is now fighting an increased number of new cases coming from Russia.","<p>Russian President Vladimir Putin. File photo used for representation.(AP)<br></p>

Download The Times of India News App for Latest World News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

MOSCOW: Russia overtook China in the number of confirmed coronavirus cases on Monday when its tally climbed above 87,000, as pressure rose on the government to consider easing lockdown restrictions for businesses to help shore up the rattled economy.Russia, the world's largest country by territory, has been on lockdown since President Vladimir Putin announced the closure of most public spaces on March 25. These measures are due to expire on April 30 and Putin has not yet said if he plans to extend them.Anna Popova, the head of Russia's safety watchdog Rospotrebnadzor, told state television on Monday that, in her view, restrictions should be in place until May 12.Earlier Prime Minister Mikhail Mishushin asked his government to submit proposals by Thursday to ease some of the restrictions on businesses. Many firms have warned that they risk going bankrupt if the lockdown continues, and thousands of jobs have been laid off.""As soon as situation will be changing for good, we would need to consider a step-by-step cancellation of restrictions on certain companies... operations,"" Mishustin told an online government meeting.On Monday, the authorities reported 6,198 new cases of the new coronavirus, bringing the total to 87,147, with 794 deaths.ENERGY SECTOR IN FOCUSRussia, one of the world's top oil and gas exporters, is particularly vulnerable to the spread of the coronavirus at production sites. Most are located in remote areas accessible by only air, meaning the workers in close proximity, increasing their risk of infection.Citing local officials, Interfax said on Monday that an airport in Sabetta in the northern Yamal peninsula had been shut down for quarantine after cases of the new coronavirus were detected at the Yamal LNG production site controlled by Novatek .A total of 143 cases were confirmed in Sabetta, the local crisis response center said separately.In the northwestern region of Murmansk where Novatek is building a plant to supply its next LNG project, the Arctic LNG 2, over 800 workers tested positive for coronavirus, the local crisis response centre said on Sunday.Velesstroy, a sub-contractor for the plant, temporarily suspended work at the site near Murmansk but said in a statement to Reuters that the project will remain on schedule.To limit the risk of contagion at over 1,000 power plants in Russia, including nuclear ones, over 200,000 employees - or nearly a third - were recently tested for the virus, the energy ministry said.It did not say how many of those tests returned positive.Mainland China, where the new coronavirus first emerged, reported a total of 82,830 cases on Monday. China is now fighting an increased number of new cases coming from Russia.","Russia overtakes China with coronavirus cases at 87,000"
19,"['tries', 'lockdown', 'smuggle', 'trunk', 'man', 'girlfriend', 'car', 'south', 'province', 'roadblock', 'arrested', 'trying', 'times', 'woman']","A man was arrested at the N12 roadblock on Friday, 17 April, for attempting to smuggle his girlfriend out of G... Read MoremanmanmanDownload The Times of India News App for Latest World NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Thewas trying to take his girlfriend to the neighboring Mpumalanga province, Faith Mazibuko , the official in charge of community safety in Gauteng, said in a Twitter post.The moment when police discovered the woman in the trunk was caught on video and published by a South African media outlet.
The woman, wearing jeans and a T-shirt, is seen lying in the trunk after police officers opened it.One officer can be heard asking: ``Are you OK?
''The woman then steps out the trunk with what appears to be her handbag in one hand and puts on her shoes.South Africa has been in lockdown since March 27 to combat the spread of the virus and people are only allowed to leave their homes to buy food, medical supplies and other essentials, or if their job is classified as essential.
Moving between cities and provinces is banned except for a small number of reasons, like attending a funeral, for which travel permits must be obtained.","A man was arrested at the N12 roadblock on Friday, 17 April, for attempting to smuggle his girlfriend out of G... Read More

man

man

man

Download The Times of India News App for Latest World News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

JOHANNESBURG: Ain South Africa was arrested for trying to smuggle his girlfriend from one province to another in the trunk of his car to evade coronavirus lockdown regulations, authorities said.The woman ``consented to be smuggled'' and was also arrested, according to a provincial official.Thewas stopped by police at a roadblock on Friday night traveling from Gauteng , South Africa's most populous province which includes the country's largest city, Johannesburg, and which has the largest number of confirmed cases of Covid-19. Thewas trying to take his girlfriend to the neighboring Mpumalanga province, Faith Mazibuko , the official in charge of community safety in Gauteng, said in a Twitter post.The moment when police discovered the woman in the trunk was caught on video and published by a South African media outlet. The woman, wearing jeans and a T-shirt, is seen lying in the trunk after police officers opened it.One officer can be heard asking: ``Are you OK?''The woman then steps out the trunk with what appears to be her handbag in one hand and puts on her shoes.South Africa has been in lockdown since March 27 to combat the spread of the virus and people are only allowed to leave their homes to buy food, medical supplies and other essentials, or if their job is classified as essential. Moving between cities and provinces is banned except for a small number of reasons, like attending a funeral, for which travel permits must be obtained.",Man tries to smuggle girlfriend in car trunk during lockdown
20,"['law', 'envoy', 'oecd', 'university', 'nominates', 'served', 'secretary', 'indianamerican', 'singh', 'trump', 'state', 'affairs', 'times', 'foreign', 'economic']","Indian-American diplomat Manisha Singh.
(File photo)Download The Times of India News App for Latest NRI NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Order NowWASHINGTON: US President Donald Trump has nominated senior Indian-American diplomat Manisha Singh as America's next envoy to the Organisation for Economic Cooperation and Development or OECD.Singh, 49, is currently Assistant Secretary of State for Economic and Business Affairs at the State Department.
Headquartered in Paris, France, the OECD is an intergovernmental economic organisation with 36 member countries to stimulate economic progress and world trade.She previously served as the Acting Under Secretary of Economic Growth, Energy and the Environment, and as a Deputy Assistant Secretary in the Bureau of Economic, Energy and Business Affairs at the State Department.Singh also previously served as deputy chief counsel to the Senate Foreign Relations Committee.She was the Senior Fellow for International Economic Affairs at the American Foreign Policy Council and was a term member of the Council on Foreign Relations.According to the White House, her private sector experience includes practicing law at multinational law firms and working in-house at an investment bank.She earned an LL M in International Legal Studies from the American University Washington College of Law, a JD from the University of Florida College of Law, and a BA from the University of Miami.
In addition, she studied at the University of Leiden Law School in the Netherlands.","Indian-American diplomat Manisha Singh. (File photo)

Download The Times of India News App for Latest NRI News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

WASHINGTON: US President Donald Trump has nominated senior Indian-American diplomat Manisha Singh as America's next envoy to the Organisation for Economic Cooperation and Development or OECD.Singh, 49, is currently Assistant Secretary of State for Economic and Business Affairs at the State Department. Headquartered in Paris, France, the OECD is an intergovernmental economic organisation with 36 member countries to stimulate economic progress and world trade.She previously served as the Acting Under Secretary of Economic Growth, Energy and the Environment, and as a Deputy Assistant Secretary in the Bureau of Economic, Energy and Business Affairs at the State Department.Singh also previously served as deputy chief counsel to the Senate Foreign Relations Committee.She was the Senior Fellow for International Economic Affairs at the American Foreign Policy Council and was a term member of the Council on Foreign Relations.According to the White House, her private sector experience includes practicing law at multinational law firms and working in-house at an investment bank.She earned an LL M in International Legal Studies from the American University Washington College of Law, a JD from the University of Florida College of Law, and a BA from the University of Miami. In addition, she studied at the University of Leiden Law School in the Netherlands.",Trump nominates Indian-American as US envoy to OECD
21,"['sulthans', 'road', 'family', 'singapore', 'india', 'kalandar', 'mohamed', 'man', 'national', 'car', 'killed', 'indian', 'accident', 'times', 'swerved']","Image use for representative purposeDownload The Times of India News App for Latest NRI NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Order NowSINGAPORE: A 33-year-old Indian worker was killed in Singapore along with an Indian-origin Malaysian man when a car swerved out of its lane and hit their motorcycle.The police are investigating the fatal accident of Sulthan Abdul Kathar Rahman Kareem from Tamil Nadu along with Mhamed Rbik Mohamed Farook, 27, from Malaysia .
He leaves behind his wife, 22, his two-year-old daughter and his parents, who are both in their sixties.
Kalandar added that Sulthan's friends and family are now trying to raise funds for his funeral and to provide financial aid to his family.
The 39-year-old male driver of the sedan car was arrested for dangerous driving causing death.","Image use for representative purpose

Download The Times of India News App for Latest NRI News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

SINGAPORE: A 33-year-old Indian worker was killed in Singapore along with an Indian-origin Malaysian man when a car swerved out of its lane and hit their motorcycle.The police are investigating the fatal accident of Sulthan Abdul Kathar Rahman Kareem from Tamil Nadu along with Mhamed Rbik Mohamed Farook, 27, from Malaysia . The accident occurred on Saturday when the man driving the car swerved on Hougang Avenue 3, making a sudden right turn onto Airport Road, towards the Kallang-Paya Lebar Expressway.The two men on the motorcycle were taken unconscious to Changi General Hospital, where they were later pronounced dead, reported The Straits Times. The two colleagues were heading to their workplace at an Indian restaurant. ""My cousin is the sole breadwinner of his family, who were living back home in the Kottaipattinam village in southern India,"" said Sulthan's cousin, Kalandar Maraikayar Mohamed Riyas.Sulthan had been working in Singapore for over four years. He leaves behind his wife, 22, his two-year-old daughter and his parents, who are both in their sixties. Kalandar added that Sulthan's friends and family are now trying to raise funds for his funeral and to provide financial aid to his family. The 39-year-old male driver of the sedan car was arrested for dangerous driving causing death.",Indian national killed in road accident in Singapore
